date,GOOGLSMA,GOOGLClose,EBAYSMA,EBAYClose
2019-12-31 14:30:00,1335.723,1336.57,35.7919,35.97
2019-12-31 14:35:00,1335.7388,1336.035,35.7969,35.925
2019-12-31 14:40:00,1335.7121,1336.55,35.8016,35.885
2019-12-31 14:45:00,1335.6966,1336.8149,35.8063,35.86
2019-12-31 14:50:00,1335.6511,1336.76,35.809,35.89
2019-12-31 14:55:00,1335.6167,1336.5,35.8122,35.895
2019-12-31 15:00:00,1335.5684,1335.95,35.8162,35.91
2019-12-31 15:05:00,1335.5714,1336.0699,35.8218,35.905
2019-12-31 15:10:00,1335.6015,1336.15,35.8278,35.88
2019-12-31 15:15:00,1335.6233,1336.275,35.8336,35.905
2019-12-31 15:20:00,1335.6431,1336.5699,35.839,35.87
2019-12-31 15:25:00,1335.6719,1335.8,35.8448,35.855
2019-12-31 15:30:00,1335.7077,1335.5,35.8503,35.85
2019-12-31 15:35:00,1335.7448,1335.1884,35.8567,35.87
2019-12-31 15:40:00,1335.7835,1335.37,35.8635,35.875
2019-12-31 15:45:00,1335.825,1335.3922,35.8711,35.9
2019-12-31 15:50:00,1335.8643,1334.95,35.8786,35.905
2019-12-31 15:55:00,1335.951,1334.51,35.8876,35.88
2019-12-31 16:00:00,1336.0263,1335.0566,35.8959,35.88
2020-01-02 09:35:00,1336.3472,1335.0,35.9078,35.84
2020-01-02 09:40:00,1336.7442,1334.66,35.9204,35.88
2020-01-02 09:45:00,1337.12,1336.08,35.9343,35.845
2020-01-02 09:50:00,1337.4905,1337.09,35.9474,35.82
2020-01-02 09:55:00,1337.8955,1336.79,35.9599,35.845
2020-01-02 10:00:00,1338.3335,1336.4,35.9725,35.84
2020-01-02 10:05:00,1338.7469,1336.52,35.9849,35.815
2020-01-02 10:10:00,1339.1255,1336.21,35.9963,35.81
2020-01-02 10:15:00,1339.4573,1334.4821,36.0054,35.77
2020-01-02 10:20:00,1339.7541,1333.8,36.0129,35.725
2020-01-02 10:25:00,1339.9971,1333.02,36.0197,35.6801
2020-01-02 10:30:00,1340.2608,1334.3,36.0259,35.6854
2020-01-02 10:35:00,1340.4961,1335.39,36.0321,35.685
2020-01-02 10:40:00,1340.7187,1335.66,36.039,35.685
2020-01-02 10:45:00,1340.965,1335.41,36.046,35.655
2020-01-02 10:50:00,1341.234,1335.85,36.0529,35.66
2020-01-02 10:55:00,1341.5056,1335.1801,36.0611,35.64
2020-01-02 11:00:00,1341.8115,1333.61,36.0693,35.61
2020-01-02 11:05:00,1342.1467,1333.93,36.0773,35.57
2020-01-02 11:10:00,1342.4693,1333.85,36.0849,35.58
2020-01-02 11:15:00,1342.7992,1333.98,36.0928,35.605
2020-01-02 11:20:00,1343.1111,1334.26,36.101,35.61
2020-01-02 11:25:00,1343.4579,1334.47,36.1097,35.65
2020-01-02 11:30:00,1343.7914,1334.1663,36.119,35.6663
2020-01-02 11:35:00,1344.0808,1335.15,36.1265,35.67
2020-01-02 11:40:00,1344.3803,1336.01,36.1336,35.69
2020-01-02 11:45:00,1344.6673,1335.3857,36.1401,35.66
2020-01-02 11:50:00,1344.9703,1334.99,36.1476,35.63
2020-01-02 11:55:00,1345.2906,1336.8199,36.155,35.665
2020-01-02 12:00:00,1345.6173,1339.0601,36.1624,35.74
2020-01-02 12:05:00,1345.9256,1337.58,36.1702,35.79
2020-01-02 12:10:00,1346.2411,1339.14,36.1782,35.81
2020-01-02 12:15:00,1346.5529,1337.78,36.1863,35.7065
2020-01-02 12:20:00,1346.8897,1338.34,36.1937,35.7
2020-01-02 12:25:00,1347.2376,1335.6731,36.2008,35.68
2020-01-02 12:30:00,1347.5716,1340.47,36.2072,35.8
2020-01-02 12:35:00,1347.9160000000002,1338.6899,36.214,35.775
2020-01-02 12:40:00,1348.286,1340.59,36.2198,35.775
2020-01-02 12:45:00,1348.6793,1340.6801,36.2253,35.825
2020-01-02 12:50:00,1349.109,1340.5446,36.231,35.805
2020-01-02 12:55:00,1349.5073,1341.0,36.2367,35.8
2020-01-02 13:00:00,1349.8981,1342.365,36.2423,35.785
2020-01-02 13:05:00,1350.2653,1342.635,36.2474,35.795
2020-01-02 13:10:00,1350.6425,1342.4381,36.2515,35.79
2020-01-02 13:15:00,1350.9991,1341.2,36.2558,35.765
2020-01-02 13:20:00,1351.3661,1341.89,36.2604,35.765
2020-01-02 13:25:00,1351.754,1341.38,36.2654,35.725
2020-01-02 13:30:00,1352.1167,1341.16,36.2698,35.74
2020-01-02 13:35:00,1352.4722,1342.0287,36.2738,35.735
2020-01-02 13:40:00,1352.8367,1341.58,36.2781,35.735
2020-01-02 13:45:00,1353.1959,1341.51,36.2817,35.73
2020-01-02 13:50:00,1353.578,1340.91,36.2855,35.75
2020-01-02 13:55:00,1353.9637,1340.51,36.2886,35.765
2020-01-02 14:00:00,1354.3762,1340.13,36.2921,35.795
2020-01-02 14:05:00,1354.7955,1340.4,36.2954,35.805
2020-01-02 14:10:00,1355.2053,1340.9,36.299,35.825
2020-01-02 14:15:00,1355.625,1340.6365,36.3022,35.84
2020-01-02 14:20:00,1356.0577,1340.045,36.3061,35.86
2020-01-02 14:25:00,1356.4632,1340.2061,36.3087,35.87
2020-01-02 14:30:00,1356.8821,1341.5601,36.3116,35.89
2020-01-02 14:35:00,1357.0294,1340.41,36.3108,35.87
2020-01-02 14:40:00,1357.0943,1340.53,36.3085,35.87
2020-01-02 14:45:00,1357.2061,1340.71,36.3052,35.91
2020-01-02 14:50:00,1357.3321,1340.5551,36.302,35.91
2020-01-02 14:55:00,1357.4188,1340.66,36.299,35.9365
2020-01-02 15:00:00,1357.4927,1340.38,36.2956,35.935
2020-01-02 15:05:00,1357.6268,1340.65,36.2927,35.94
2020-01-02 15:10:00,1357.7979,1339.8199,36.2899,35.975
2020-01-02 15:15:00,1358.0021,1340.47,36.2884,35.95
2020-01-02 15:20:00,1358.1908,1340.74,36.2876,35.915
2020-01-02 15:25:00,1358.4468,1340.675,36.2875,35.915
2020-01-02 15:30:00,1358.6923,1341.97,36.2871,35.95
2020-01-02 15:35:00,1358.9557,1340.84,36.2864,35.92
2020-01-02 15:40:00,1359.2351,1340.595,36.2852,35.92
2020-01-02 15:45:00,1359.506,1339.89,36.2831,35.915
2020-01-02 15:50:00,1359.7546,1340.1285,36.2808,35.915
2020-01-02 15:55:00,1360.0338,1340.2948,36.2793,35.88
2020-01-02 16:00:00,1360.2885,1339.455,36.2779,35.815
2020-01-03 09:35:00,1360.3705,1337.9301,36.2731,35.78
2020-01-03 09:40:00,1360.4407,1338.45,36.265,35.785
2020-01-03 09:45:00,1360.5887,1338.41,36.2562,35.765
2020-01-03 09:50:00,1360.7856,1339.15,36.2486,35.77
2020-01-03 09:55:00,1360.9382,1338.58,36.2393,35.785
2020-01-03 10:00:00,1361.0691,1339.68,36.2304,35.77
2020-01-03 10:05:00,1361.2477,1339.61,36.2235,35.81
2020-01-03 10:10:00,1361.4049,1341.08,36.2175,35.81
2020-01-03 10:15:00,1361.5899,1340.67,36.2128,35.82
2020-01-03 10:20:00,1361.7582,1339.48,36.2073,35.81
2020-01-03 10:25:00,1361.9299,1340.13,36.2007,35.805
2020-01-03 10:30:00,1362.1098,1342.4399,36.1948,35.845
2020-01-03 10:35:00,1362.2931,1344.41,36.1887,35.8615
2020-01-03 10:40:00,1362.4532,1342.025,36.1825,35.855
2020-01-03 10:45:00,1362.6332,1341.49,36.1769,35.835
2020-01-03 10:50:00,1362.7878,1338.74,36.1712,35.795
2020-01-03 10:55:00,1362.911,1339.6,36.1646,35.8306
2020-01-03 11:00:00,1363.0268,1340.31,36.1579,35.8
2020-01-03 11:05:00,1363.1284,1339.09,36.1505,35.795
2020-01-03 11:10:00,1363.2281,1339.485,36.1445,35.76
2020-01-03 11:15:00,1363.3453,1339.97,36.1396,35.765
2020-01-03 11:20:00,1363.4587,1340.65,36.1345,35.745
2020-01-03 11:25:00,1363.592,1340.835,36.1293,35.73
2020-01-03 11:30:00,1363.7067,1342.2463,36.124,35.78
2020-01-03 11:35:00,1363.8163,1342.4294,36.119,35.745
2020-01-03 11:40:00,1363.9201,1340.65,36.1149,35.75
2020-01-03 11:45:00,1364.0771,1339.88,36.11,35.7486
2020-01-03 11:50:00,1364.2126,1343.42,36.1056,35.87
2020-01-03 11:55:00,1364.3406,1339.45,36.1014,35.8313
2020-01-03 12:00:00,1364.4823,1340.17,36.0977,35.86
2020-01-03 12:05:00,1364.6413,1342.7,36.094,35.8515
2020-01-03 12:10:00,1364.8061,1341.21,36.0899,35.83
2020-01-03 12:15:00,1364.9839,1346.4,36.0859,35.95
2020-01-03 12:20:00,1365.1376,1344.7,36.0815,35.955
2020-01-03 12:25:00,1365.3084,1349.63,36.0779,36.115
2020-01-03 12:30:00,1365.489,1354.65,36.0744,36.07
2020-01-03 12:35:00,1365.6573,1355.5699,36.0709,36.03
2020-01-03 12:40:00,1365.8411,1353.11,36.0676,36.055
2020-01-03 12:45:00,1366.0205,1355.01,36.0642,36.115
2020-01-03 12:50:00,1366.2032,1356.08,36.0604,36.14
2020-01-03 12:55:00,1366.3562,1355.6899,36.0565,36.175
2020-01-03 13:00:00,1366.4998,1356.27,36.0521,36.185
2020-01-03 13:05:00,1366.6389,1356.98,36.0475,36.189
2020-01-03 13:10:00,1366.7855,1357.01,36.0431,36.21
2020-01-03 13:15:00,1366.9201,1357.58,36.0388,36.19
2020-01-03 13:20:00,1367.011,1356.9,36.0343,36.19
2020-01-03 13:25:00,1367.129,1357.38,36.0305,36.21
2020-01-03 13:30:00,1367.2420000000002,1358.0,36.0272,36.25
2020-01-03 13:35:00,1367.2924,1358.2629,36.0229,36.245
2020-01-03 13:40:00,1367.3076,1357.77,36.0179,36.23
2020-01-03 13:45:00,1367.3563,1357.86,36.0135,36.23
2020-01-03 13:50:00,1367.4254,1357.51,36.0099,36.23
2020-01-03 13:55:00,1367.4601,1357.8824,36.0058,36.22
2020-01-03 14:00:00,1367.4769,1357.5601,36.0016,36.2
2020-01-03 14:05:00,1367.4641,1357.59,35.997,36.2
2020-01-03 14:10:00,1367.4651,1357.645,35.9925,36.205999999999996
2020-01-03 14:15:00,1367.4548,1357.75,35.9881,36.21
2020-01-03 14:20:00,1367.4697,1357.1689,35.9836,36.22
2020-01-03 14:25:00,1367.4460000000001,1357.5649,35.9773,36.245
2020-01-03 14:30:00,1367.4118,1357.42,35.9703,36.23
2020-01-03 14:35:00,1367.5172,1357.6906,35.967,36.23
2020-01-03 14:40:00,1367.6589,1357.99,35.9671,36.2445
2020-01-03 14:45:00,1367.7039,1357.87,35.9676,36.24
2020-01-03 14:50:00,1367.7184,1358.79,35.9678,36.26
2020-01-03 14:55:00,1367.753,1357.17,35.9691,36.24
2020-01-03 15:00:00,1367.8234,1357.0,35.9706,36.23
2020-01-03 15:05:00,1367.9007,1358.78,35.9718,36.265
2020-01-03 15:10:00,1367.9457,1358.8101,35.972,36.27
2020-01-03 15:15:00,1367.9761,1359.365,35.971,36.285
2020-01-03 15:20:00,1368.007,1360.8101,35.9701,36.29
2020-01-03 15:25:00,1367.9916,1360.26,35.9692,36.28
2020-01-03 15:30:00,1367.9732,1359.83,35.9678,36.26
2020-01-03 15:35:00,1367.9363,1359.89,35.966,36.265
2020-01-03 15:40:00,1367.9311,1359.55,35.9636,36.265
2020-01-03 15:45:00,1367.8974,1358.54,35.9617,36.236
2020-01-03 15:50:00,1367.8609,1358.96,35.9602,36.255
2020-01-03 15:55:00,1367.8271,1358.2679,35.9606,36.22
2020-01-03 16:00:00,1367.7744,1357.97,35.9608,36.205
2020-01-06 09:35:00,1367.7809,1358.9399,35.9565,36.25
2020-01-06 09:40:00,1367.8062,1361.16,35.9502,36.27
2020-01-06 09:45:00,1367.8639,1360.36,35.9439,36.23
2020-01-06 09:50:00,1367.9754,1360.61,35.9355,36.24
2020-01-06 09:55:00,1368.1505,1361.97,35.9269,36.29
2020-01-06 10:00:00,1368.3748,1360.89,35.9188,36.31
2020-01-06 10:05:00,1368.6951,1361.3636,35.9114,36.295
2020-01-06 10:10:00,1369.0472,1362.4301,35.9037,36.27
2020-01-06 10:15:00,1369.435,1362.91,35.8968,36.305
2020-01-06 10:20:00,1369.9121,1362.155,35.8893,36.32
2020-01-06 10:25:00,1370.4113,1362.64,35.882,36.335
2020-01-06 10:30:00,1370.8504,1362.53,35.8753,36.325
2020-01-06 10:35:00,1371.2386,1362.5736,35.869,36.3
2020-01-06 10:40:00,1371.5968,1361.86,35.8629,36.27
2020-01-06 10:45:00,1372.0129,1361.63,35.8579,36.285
2020-01-06 10:50:00,1372.4104,1361.22,35.8536,36.3
2020-01-06 10:55:00,1372.7679,1362.03,35.8491,36.29
2020-01-06 11:00:00,1373.108,1362.3,35.8438,36.27
2020-01-06 11:05:00,1373.4266,1360.9518,35.8385,36.29
2020-01-06 11:10:00,1373.7673,1360.88,35.8342,36.265
2020-01-06 11:15:00,1374.1086,1359.5404,35.8294,36.265
2020-01-06 11:20:00,1374.4431,1359.02,35.8248,36.24
2020-01-06 11:25:00,1374.7937,1358.5699,35.8201,36.235
2020-01-06 11:30:00,1375.1497,1358.4399,35.8153,36.28
2020-01-06 11:35:00,1375.5019,1358.75,35.8105,36.2657
2020-01-06 11:40:00,1375.832,1357.5601,35.8058,36.28
2020-01-06 11:45:00,1376.172,1357.24,35.8015,36.255
2020-01-06 11:50:00,1376.54,1356.75,35.7975,36.23
2020-01-06 11:55:00,1376.852,1356.24,35.7931,36.25
2020-01-06 12:00:00,1377.1504,1355.41,35.7885,36.21
2020-01-06 12:05:00,1377.4768,1357.1949,35.7841,36.25
2020-01-06 12:10:00,1377.8534,1356.34,35.7814,36.32
2020-01-06 12:15:00,1378.1987,1357.01,35.7786,36.29
2020-01-06 12:20:00,1378.5442,1358.99,35.7748,36.28
2020-01-06 12:25:00,1378.9191,1364.14,35.7713,36.281
2020-01-06 12:30:00,1379.2936,1362.16,35.7679,36.25
2020-01-06 12:35:00,1379.6725,1361.13,35.7652,36.215
2020-01-06 12:40:00,1380.0001,1360.49,35.7623,36.23
2020-01-06 12:45:00,1380.369,1360.9301,35.76,36.26
2020-01-06 12:50:00,1380.7223,1360.27,35.7576,36.225
2020-01-06 12:55:00,1381.0729999999999,1358.9124,35.755,36.245
2020-01-06 13:00:00,1381.4182,1359.2549,35.7523,36.29
2020-01-06 13:05:00,1381.805,1359.5601,35.7497,36.28
2020-01-06 13:10:00,1382.1908,1358.5601,35.7478,36.265
2020-01-06 13:15:00,1382.6057,1358.5,35.7457,36.27
2020-01-06 13:20:00,1382.9817,1358.6,35.7429,36.26
2020-01-06 13:25:00,1383.3670000000002,1358.6801,35.7403,36.2934
2020-01-06 13:30:00,1383.7342,1358.369,35.7368,36.31
2020-01-06 13:35:00,1384.0836,1358.54,35.7328,36.315
2020-01-06 13:40:00,1384.4506,1359.33,35.7294,36.335
2020-01-06 13:45:00,1384.8197,1359.9884,35.726,36.335
2020-01-06 13:50:00,1385.1660000000002,1360.29,35.7227,36.34
2020-01-06 13:55:00,1385.5442,1360.67,35.7193,36.33
2020-01-06 14:00:00,1385.9101,1361.3,35.7154,36.35
2020-01-06 14:05:00,1386.2968,1362.13,35.7117,36.36
2020-01-06 14:10:00,1386.6770000000001,1362.59,35.7088,36.36
2020-01-06 14:15:00,1387.1077,1363.04,35.7057,36.3659
2020-01-06 14:20:00,1387.5202,1363.0,35.7031,36.395
2020-01-06 14:25:00,1387.9697,1362.63,35.6988,36.385
2020-01-06 14:30:00,1388.4356,1362.54,35.6948,36.39
2020-01-06 14:35:00,1388.8502,1361.88,35.6964,36.375
2020-01-06 14:40:00,1389.2202,1361.2742,35.6991,36.38
2020-01-06 14:45:00,1389.5476,1360.6801,35.701,36.375
2020-01-06 14:50:00,1389.7915,1360.6896,35.7052,36.39
2020-01-06 14:55:00,1389.9897,1359.85,35.7092,36.39
2020-01-06 15:00:00,1390.1677,1359.6,35.7127,36.39
2020-01-06 15:05:00,1390.2604,1359.39,35.7154,36.355
2020-01-06 15:10:00,1390.3286,1358.74,35.7182,36.37
2020-01-06 15:15:00,1390.3578,1357.7,35.7215,36.355
2020-01-06 15:20:00,1390.3014,1357.37,35.7249,36.38
2020-01-06 15:25:00,1390.2556,1357.88,35.7283,36.4
2020-01-06 15:30:00,1390.2636,1356.9,35.7307,36.41
2020-01-06 15:35:00,1390.3103,1355.55,35.7326,36.405
2020-01-06 15:40:00,1390.3837,1354.525,35.7349,36.39
2020-01-06 15:45:00,1390.4249,1353.73,35.7364,36.385
2020-01-06 15:50:00,1390.4913,1352.6801,35.7376,36.37
2020-01-06 15:55:00,1390.5793,1352.1519,35.7388,36.39
2020-01-06 16:00:00,1390.665,1352.5,35.7405,36.385
2020-01-07 09:35:00,1390.7856,1352.09,35.7381,36.37
2020-01-07 09:40:00,1390.8334,1352.5,35.7329,36.37
2020-01-07 09:45:00,1390.8549,1352.7783,35.728,36.39
2020-01-07 09:50:00,1390.8563,1353.74,35.7238,36.4
2020-01-07 09:55:00,1390.8339999999998,1353.54,35.7202,36.425
2020-01-07 10:00:00,1390.8829,1353.82,35.7164,36.43
2020-01-07 10:05:00,1390.9806,1353.3641,35.7122,36.43
2020-01-07 10:10:00,1391.1194,1352.9301,35.708,36.44
2020-01-07 10:15:00,1391.2693,1353.035,35.7037,36.415
2020-01-07 10:20:00,1391.4079,1352.62,35.6989,36.4
2020-01-07 10:25:00,1391.6048,1352.6899,35.6935,36.375
2020-01-07 10:30:00,1391.8183,1352.3101,35.688,36.38
2020-01-07 10:35:00,1391.9859,1352.74,35.6816,36.39
2020-01-07 10:40:00,1392.0974,1352.76,35.6756,36.39
2020-01-07 10:45:00,1392.2139,1352.42,35.6687,36.402
2020-01-07 10:50:00,1392.3337,1351.96,35.6634,36.405
2020-01-07 10:55:00,1392.4359,1352.29,35.6588,36.42
2020-01-07 11:00:00,1392.5886,1350.6801,35.6548,36.35
2020-01-07 11:05:00,1392.7859,1349.2920000000001,35.6525,36.36
2020-01-07 11:10:00,1392.9999,1348.9399,35.6507,36.35
2020-01-07 11:15:00,1393.1982,1347.91,35.6492,36.37
2020-01-07 11:20:00,1393.4169,1347.2,35.6475,36.39
2020-01-07 11:25:00,1393.6683,1347.79,35.6459,36.4
2020-01-07 11:30:00,1393.8746,1348.54,35.6437,36.39
2020-01-07 11:35:00,1394.0408,1349.2771,35.6413,36.3794
2020-01-07 11:40:00,1394.191,1349.1692,35.6379,36.4
2020-01-07 11:45:00,1394.3086,1348.65,35.6349,36.395
2020-01-07 11:50:00,1394.4528,1348.825,35.6321,36.425
2020-01-07 11:55:00,1394.5785,1348.1072,35.6292,36.44
2020-01-07 12:00:00,1394.7201,1347.29,35.6258,36.39
2020-01-07 12:05:00,1394.8767,1346.8362,35.6226,36.435
2020-01-07 12:10:00,1395.0545,1348.23,35.6188,36.455
2020-01-07 12:15:00,1395.2128,1347.53,35.6151,36.46
2020-01-07 12:20:00,1395.4162,1347.35,35.6114,36.485
2020-01-07 12:25:00,1395.6177,1346.3101,35.6086,36.45
2020-01-07 12:30:00,1395.8311,1344.4301,35.6058,36.21
2020-01-07 12:35:00,1396.0296,1344.74,35.6037,36.21
2020-01-07 12:40:00,1396.214,1345.7697,35.6007,36.2
2020-01-07 12:45:00,1396.3596,1345.58,35.5973,36.215
2020-01-07 12:50:00,1396.5125,1344.4,35.593,36.22
2020-01-07 12:55:00,1396.656,1344.62,35.5894,36.211
2020-01-07 13:00:00,1396.8213,1345.16,35.5869,36.205
2020-01-07 13:05:00,1396.9718,1344.74,35.5845,36.195
2020-01-07 13:10:00,1397.1294,1345.655,35.5828,36.2001
2020-01-07 13:15:00,1397.2936,1345.5699,35.5811,36.2
2020-01-07 13:20:00,1397.4791,1345.9449,35.58,36.235
2020-01-07 13:25:00,1397.6558,1346.55,35.5787,36.22
2020-01-07 13:30:00,1397.8371,1346.55,35.5776,36.255
2020-01-07 13:35:00,1398.0181,1346.94,35.5774,36.2
2020-01-07 13:40:00,1398.1804,1346.87,35.5774,36.185
2020-01-07 13:45:00,1398.3026,1346.95,35.5764,36.175
2020-01-07 13:50:00,1398.4536,1346.86,35.5748,36.17
2020-01-07 13:55:00,1398.5731,1346.8297,35.5727,36.16
2020-01-07 14:00:00,1398.7119,1346.0649,35.5709,36.15
2020-01-07 14:05:00,1398.8135,1346.3676,35.5687,36.15
2020-01-07 14:10:00,1398.8986,1346.64,35.5662,36.16
2020-01-07 14:15:00,1398.9473,1346.5,35.5638,36.17
2020-01-07 14:20:00,1398.9769,1346.22,35.5608,36.175
2020-01-07 14:25:00,1399.011,1346.11,35.5579,36.165
2020-01-07 14:30:00,1399.0415,1346.27,35.5554,36.15
2020-01-07 14:35:00,1399.0573,1345.8177,35.5564,36.14
2020-01-07 14:40:00,1399.1064,1346.92,35.5586,36.165
2020-01-07 14:45:00,1399.1766,1347.03,35.5599,36.18
2020-01-07 14:50:00,1399.2637,1347.17,35.5604,36.17
2020-01-07 14:55:00,1399.3589,1348.13,35.5598,36.17
2020-01-07 15:00:00,1399.4002,1349.65,35.5602,36.17
2020-01-07 15:05:00,1399.3965,1349.23,35.5609,36.14
2020-01-07 15:10:00,1399.3715,1350.0,35.5621,36.1574
2020-01-07 15:15:00,1399.3175,1348.42,35.5633,36.16
2020-01-07 15:20:00,1399.2759,1348.37,35.5655,36.135
2020-01-07 15:25:00,1399.1998,1347.605,35.5682,36.115
2020-01-07 15:30:00,1399.1238,1348.275,35.5716,36.14
2020-01-07 15:35:00,1399.1034,1345.9,35.5761,36.17
2020-01-07 15:40:00,1399.0948,1346.0,35.5789,36.205
2020-01-07 15:45:00,1399.0891,1345.41,35.5825,36.2
2020-01-07 15:50:00,1399.0489,1346.0198,35.5853,36.24
2020-01-07 15:55:00,1399.0144,1348.54,35.5877,36.19
2020-01-07 16:00:00,1398.9472,1350.51,35.5898,36.2165
2020-01-08 09:35:00,1398.9374,1350.28,35.5917,36.21
2020-01-08 09:40:00,1398.9494,1350.4301,35.5929,36.255
2020-01-08 09:45:00,1398.9985,1348.0,35.5947,36.24
2020-01-08 09:50:00,1399.0345,1348.8051,35.5974,36.295
2020-01-08 09:55:00,1399.0435,1349.35,35.6009,36.305
2020-01-08 10:00:00,1399.0493,1349.53,35.6051,36.31
2020-01-08 10:05:00,1399.0839999999998,1349.394,35.6098,36.325
2020-01-08 10:10:00,1399.0826,1349.05,35.6144,36.32
2020-01-08 10:15:00,1399.1186,1348.09,35.6192,36.32
2020-01-08 10:20:00,1399.1647,1348.9399,35.6239,36.33
2020-01-08 10:25:00,1399.2025,1348.53,35.6281,36.355
2020-01-08 10:30:00,1399.2414,1348.38,35.6329,36.355
2020-01-08 10:35:00,1399.2636,1348.65,35.6375,36.37
2020-01-08 10:40:00,1399.2829,1348.48,35.6424,36.35
2020-01-08 10:45:00,1399.3052,1348.65,35.647,36.37
2020-01-08 10:50:00,1399.2494,1348.55,35.6505,36.355
2020-01-08 10:55:00,1399.2136,1348.38,35.6545,36.35
2020-01-08 11:00:00,1399.1665,1348.45,35.6583,36.365
2020-01-08 11:05:00,1399.1114,1348.79,35.661,36.345
2020-01-08 11:10:00,1399.0913,1349.11,35.665,36.35
2020-01-08 11:15:00,1399.0841,1349.6892,35.6692,36.345
2020-01-08 11:20:00,1399.1272,1349.75,35.6741,36.354
2020-01-08 11:25:00,1399.1783,1349.72,35.679,36.355
2020-01-08 11:30:00,1399.2433,1349.365,35.6837,36.355
2020-01-08 11:35:00,1399.306,1349.22,35.6876,36.37
2020-01-08 11:40:00,1399.389,1349.3878,35.6931,36.37
2020-01-08 11:45:00,1399.5255,1349.29,35.6997,36.375
2020-01-08 11:50:00,1399.6997,1350.08,35.7059,36.375
2020-01-08 11:55:00,1399.8842,1350.37,35.7126,36.41
2020-01-08 12:00:00,1400.0232,1351.02,35.7195,36.41
2020-01-08 12:05:00,1400.1924,1351.76,35.7252,36.405
2020-01-08 12:10:00,1400.3469,1351.66,35.7305,36.415
2020-01-08 12:15:00,1400.4806,1351.7521,35.736,36.415
2020-01-08 12:20:00,1400.6199,1352.14,35.742,36.415
2020-01-08 12:25:00,1400.7594,1351.78,35.7475,36.405
2020-01-08 12:30:00,1400.8981,1351.915,35.7529,36.405
2020-01-08 12:35:00,1401.0569,1352.53,35.7591,36.4
2020-01-08 12:40:00,1401.213,1352.55,35.7645,36.37
2020-01-08 12:45:00,1401.3603,1352.655,35.77,36.37
2020-01-08 12:50:00,1401.54,1352.67,35.7761,36.385
2020-01-08 12:55:00,1401.7214,1352.745,35.7823,36.375
2020-01-08 13:00:00,1401.8970000000002,1353.2,35.7876,36.375
2020-01-08 13:05:00,1402.0535,1353.1801,35.7929,36.3699
2020-01-08 13:10:00,1402.2243,1353.55,35.7984,36.38
2020-01-08 13:15:00,1402.3972,1353.95,35.8045,36.395
2020-01-08 13:20:00,1402.5667,1353.99,35.8105,36.415
2020-01-08 13:25:00,1402.7512,1354.53,35.8171,36.43
2020-01-08 13:30:00,1402.9379999999999,1354.5601,35.8235,36.41
2020-01-08 13:35:00,1403.116,1355.29,35.83,36.41
2020-01-08 13:40:00,1403.2958,1355.42,35.8364,36.44
2020-01-08 13:45:00,1403.4688,1355.8199,35.8415,36.4
2020-01-08 13:50:00,1403.6328,1356.29,35.846,36.415
2020-01-08 13:55:00,1403.7921,1356.025,35.8509,36.42
2020-01-08 14:00:00,1403.9528,1355.8101,35.855,36.425
2020-01-08 14:05:00,1404.1536,1356.2271,35.8589,36.435
2020-01-08 14:10:00,1404.3599,1355.55,35.8636,36.42
2020-01-08 14:15:00,1404.5589,1355.77,35.8681,36.385
2020-01-08 14:20:00,1404.7955,1356.16,35.8718,36.39
2020-01-08 14:25:00,1405.0155,1356.34,35.8757,36.385
2020-01-08 14:30:00,1405.2144,1356.3033,35.8788,36.395
2020-01-08 14:35:00,1405.3249,1356.8101,35.8804,36.37
2020-01-08 14:40:00,1405.4504,1355.7,35.8825,36.365
2020-01-08 14:45:00,1405.5305,1355.4388,35.8834,36.405
2020-01-08 14:50:00,1405.6067,1357.5601,35.8844,36.4
2020-01-08 14:55:00,1405.6949,1356.0601,35.8847,36.4
2020-01-08 15:00:00,1405.8427,1355.36,35.8842,36.37
2020-01-08 15:05:00,1405.99,1355.118,35.8837,36.3669
2020-01-08 15:10:00,1406.1654,1355.01,35.8834,36.3552
2020-01-08 15:15:00,1406.3289,1353.86,35.8828,36.29
2020-01-08 15:20:00,1406.4821,1353.1801,35.8825,36.305
2020-01-08 15:25:00,1406.6529999999998,1353.36,35.8836,36.3107
2020-01-08 15:30:00,1406.8399,1354.7601,35.8842,36.315
2020-01-08 15:35:00,1407.0209,1354.77,35.8847,36.27
2020-01-08 15:40:00,1407.1973,1356.36,35.8853,36.305
2020-01-08 15:45:00,1407.3599,1356.63,35.8856,36.2063
2020-01-08 15:50:00,1407.5453,1358.3199,35.8853,36.22
2020-01-08 15:55:00,1407.6851,1359.8444,35.8828,36.21
2020-01-08 16:00:00,1407.8239999999998,1359.62,35.8803,36.485
2020-01-09 09:35:00,1408.3378,1351.22,35.8727,36.19
2020-01-09 09:40:00,1408.8174,1352.13,35.8669,36.235
2020-01-09 09:45:00,1409.2266,1353.03,35.8586,36.15
2020-01-09 09:50:00,1409.606,1352.95,35.8516,36.1557
2020-01-09 09:55:00,1410.0202,1353.26,35.8437,36.165
2020-01-09 10:00:00,1410.3596,1352.49,35.8341,36.2
2020-01-09 10:05:00,1410.7311,1352.78,35.8242,36.19
2020-01-09 10:10:00,1411.0614,1353.04,35.8125,36.21
2020-01-09 10:15:00,1411.3144,1352.8199,35.8001,36.225
2020-01-09 10:20:00,1411.5579,1353.45,35.7869,36.205
2020-01-09 10:25:00,1411.7767,1352.65,35.7728,36.25
